sex,age,address,famsize,pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,activities,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,higher ,reason,G3
1,1,1,1,1,2,1,1,2,0,0,0,1,1,0,5,2,4,1,2,4,8,1,home,14
0,0,1,0,1,2,2,1,4,0,0,0,1,1,1,3,4,1,1,1,2,0,1,course,0
0,1,1,1,1,4,3,1,2,0,0,1,0,1,1,3,1,2,1,3,2,21,1,home,18
1,1,1,1,1,4,3,1,2,0,0,1,0,1,0,4,3,2,1,1,3,2,1,course,8
1,1,0,1,1,3,2,1,3,0,0,0,1,0,0,5,3,2,1,1,3,1,1,course,12
0,0,1,1,1,3,3,1,3,0,0,0,1,0,0,3,2,3,1,1,4,4,1,home,9
0,1,1,1,1,2,2,1,3,0,0,1,1,1,1,4,3,3,1,1,3,0,1,home,0
1,1,0,0,0,3,4,2,2,0,0,1,1,1,0,4,2,5,3,4,1,13,1,reputation,17
1,0,1,1,1,3,1,1,2,0,0,0,1,1,1,5,4,4,3,4,5,2,1,other,10
0,1,0,1,1,4,4,2,2,0,0,0,1,1,0,4,3,4,2,2,4,8,1,reputation,11
1,1,1,1,1,4,2,1,2,0,0,1,1,1,1,5,4,5,1,3,5,10,1,reputation,10
0,1,0,1,1,2,1,2,2,0,0,1,0,1,1,4,3,5,1,2,3,0,0,reputation,0
0,1,1,1,1,3,3,1,2,2,0,1,1,1,0,4,3,5,3,3,5,15,1,home,9
0,1,1,1,1,2,3,1,4,0,0,1,1,1,1,4,5,5,1,3,2,4,1,reputation,14
0,1,1,0,1,1,1,2,2,0,0,1,0,0,0,4,4,3,1,1,3,2,1,home,11
1,0,0,1,1,1,2,1,2,0,0,1,1,0,1,3,5,2,2,2,1,2,1,home,14
0,0,1,1,1,2,4,2,2,0,0,1,0,1,1,4,3,3,1,1,1,2,1,reputation,10
0,0,1,0,1,2,2,2,2,0,1,1,0,1,1,4,4,4,2,3,5,6,1,course,12
0,1,0,1,0,3,2,2,2,0,0,0,0,1,1,4,1,1,1,1,5,75,0,home,9
1,1,1,1,1,4,4,2,1,0,0,0,1,1,0,3,2,4,1,4,3,22,1,home,9
0,1,1,1,1,4,4,1,2,1,1,1,1,1,1,2,4,4,1,1,4,15,1,reputation,8
1,1,1,0,1,4,3,2,1,0,0,0,1,1,0,4,2,3,1,2,1,8,1,course,10
1,0,1,0,0,4,1,2,1,0,0,0,1,1,1,4,5,4,2,4,5,30,1,home,8
1,0,1,0,0,3,2,1,1,1,0,0,0,1,0,4,4,4,3,4,3,19,1,home,10
0,1,0,0,1,1,1,2,4,0,0,1,1,0,0,5,2,2,1,1,3,1,1,reputation,12
0,1,1,1,1,1,1,2,2,0,1,0,1,1,0,5,4,4,1,1,4,4,1,home,10
0,0,1,1,1,2,2,1,2,0,0,1,0,1,0,5,4,5,1,2,5,4,1,course,11
1,0,1,1,1,1,1,1,2,0,0,0,0,1,0,4,3,3,1,2,4,2,1,reputation,11
0,1,1,1,1,2,2,1,3,0,0,1,0,1,0,4,3,3,1,2,2,5,1,other,19
0,0,1,1,1,1,1,1,3,0,0,1,0,1,0,4,3,3,1,1,3,6,1,reputation,12
1,1,1,1,1,2,1,1,3,0,0,0,1,1,0,4,2,4,1,3,2,6,1,reputation,14
1,1,1,0,0,4,4,1,2,0,0,1,1,1,0,5,4,3,1,1,2,9,1,reputation,15
1,1,1,1,1,4,2,1,2,0,0,1,1,1,1,4,3,2,1,4,5,11,1,home,11
0,0,1,1,1,4,3,1,3,0,0,1,0,1,0,4,2,2,1,2,3,0,1,reputation,15
0,1,1,0,1,2,1,1,2,1,0,0,0,1,1,5,4,3,1,1,5,12,1,reputation,13
0,0,0,0,1,3,1,2,4,0,0,1,0,0,0,3,1,2,1,1,3,6,1,reputation,18
1,1,0,0,1,3,2,2,3,0,0,1,1,1,0,5,4,2,1,1,4,8,1,reputation,14
1,0,1,1,1,3,3,1,1,0,0,1,0,1,0,4,4,3,1,3,5,4,1,home,11
0,1,1,1,1,4,4,2,2,0,0,1,1,1,0,2,3,4,2,3,2,0,1,reputation,0
0,1,1,0,1,4,3,2,2,0,0,1,0,1,1,4,4,5,1,2,2,10,1,home,8
0,1,1,1,1,4,3,1,4,0,0,1,0,1,0,4,3,3,1,1,3,0,1,reputation,14
1,1,1,0,1,4,4,1,1,0,0,1,0,1,1,1,4,2,2,2,1,5,1,home,16
0,1,1,0,0,4,4,1,2,0,0,1,0,1,1,4,2,4,1,1,4,14,1,home,11
1,0,1,0,1,4,4,2,1,0,0,0,0,1,0,4,1,1,2,2,5,0,1,home,10
0,0,1,1,1,4,2,2,3,0,0,1,0,1,0,4,3,3,1,1,3,0,1,reputation,14
0,0,1,1,1,3,2,1,4,0,0,1,1,1,0,5,2,2,1,2,5,0,1,reputation,18
1,1,1,1,1,3,3,1,2,1,0,1,1,1,1,4,4,4,1,1,3,20,1,home,13
0,1,1,1,1,2,4,1,2,1,0,1,1,1,0,4,4,3,1,1,3,8,1,reputation,12
1,1,1,1,0,3,2,1,1,0,0,0,1,0,0,5,5,3,1,1,5,0,1,course,18
1,1,1,1,1,4,4,2,1,1,0,1,0,1,1,4,3,4,1,1,4,38,1,reputation,8
1,1,0,1,1,3,3,1,2,1,0,0,1,0,1,4,5,3,1,2,5,0,1,reputation,12
0,1,1,0,1,1,1,1,2,1,1,1,1,1,0,4,4,3,1,3,3,18,1,reputation,10
0,1,1,0,1,1,2,1,2,1,0,0,1,0,1,4,2,4,2,2,3,0,1,home,0
0,1,1,1,1,2,1,3,2,0,0,1,0,1,1,3,4,1,1,1,2,20,0,other,13
1,1,1,1,1,1,2,1,2,1,0,0,0,1,0,4,5,2,2,2,4,3,1,course,11
0,1,1,0,1,3,2,2,2,1,0,1,0,1,1,4,2,2,1,2,1,22,1,reputation,11
0,1,1,1,1,1,1,1,3,2,0,0,0,1,1,4,1,2,1,1,3,14,1,home,13
0,1,0,1,1,2,3,1,3,1,0,0,0,1,1,4,1,2,1,1,3,40,1,reputation,11
0,1,1,1,1,2,1,2,2,0,0,1,1,1,0,5,3,3,1,2,1,0,1,course,0
0,1,1,1,1,4,3,1,3,0,0,1,1,1,1,4,3,4,1,1,5,9,1,course,9
0,0,0,1,1,3,4,1,3,0,0,1,1,1,0,4,3,4,2,5,5,0,1,course,10
0,1,1,1,1,4,4,1,2,0,0,1,0,1,0,4,4,4,3,3,5,2,1,course,11
0,0,1,1,0,4,3,1,2,0,0,1,0,1,1,5,2,2,1,2,5,23,1,course,13
0,0,1,1,1,2,2,1,2,0,0,1,0,0,1,4,2,2,1,1,3,12,1,course,9
0,0,0,0,1,2,2,1,3,0,0,1,1,1,0,3,3,2,2,2,3,3,1,course,11
0,0,1,1,1,3,1,1,3,0,0,1,0,1,0,3,4,3,2,3,5,1,1,course,15
0,0,1,0,1,0,2,2,3,0,0,0,0,1,0,3,3,3,2,3,2,0,1,home,15
1,1,1,1,1,4,4,1,3,0,0,0,1,1,0,4,3,3,2,2,3,3,1,course,11
1,0,1,1,1,3,3,1,1,0,0,0,1,1,0,4,3,5,3,5,5,3,1,reputation,16
1,0,0,1,1,2,2,4,1,0,0,1,0,1,0,4,4,5,5,5,4,8,1,course,10
0,0,1,1,1,4,4,1,3,0,0,1,1,1,0,5,4,4,1,3,4,7,1,course,9
0,0,1,1,1,4,4,2,3,0,0,1,0,1,1,4,3,3,1,2,4,4,1,course,14
1,1,1,0,1,2,2,1,4,0,0,1,1,1,0,4,5,5,2,4,5,2,1,course,8
0,0,0,1,1,2,4,1,3,0,0,1,0,1,1,4,4,3,1,1,5,7,1,course,14
0,1,1,1,1,3,3,1,2,0,0,0,1,1,0,5,3,4,1,1,4,0,1,home,0
0,1,1,0,1,2,2,1,2,0,0,0,1,1,1,4,3,3,1,1,2,0,1,home,0
0,1,0,1,1,2,2,2,4,0,0,0,1,0,0,4,4,4,1,1,4,0,1,course,0
0,0,1,1,1,3,4,1,3,0,0,0,0,1,0,4,4,5,1,3,5,16,1,course,15
0,1,0,1,0,3,1,1,3,1,0,0,0,0,0,5,4,3,1,2,5,12,1,home,13
0,0,1,1,1,3,2,1,2,0,0,1,0,1,1,4,3,2,2,3,2,0,1,home,0
0,1,1,0,1,3,3,1,4,0,0,1,0,1,0,5,3,3,1,1,1,7,1,home,17
0,0,0,1,0,3,2,1,2,0,0,1,0,1,0,4,3,3,2,3,2,4,1,home,10
0,1,1,1,1,2,1,1,3,1,0,0,1,1,1,4,3,4,1,3,3,4,1,home,11
1,1,1,1,1,4,4,1,2,1,0,1,1,1,0,4,3,3,2,2,2,0,1,home,0
1,1,1,0,1,3,4,1,2,0,0,0,1,1,1,4,3,3,1,3,5,11,1,home,15
0,0,1,1,0,2,2,1,2,1,0,1,0,1,1,3,3,1,1,2,4,0,1,home,0
0,1,1,1,1,2,3,1,3,0,0,1,0,1,0,4,3,3,1,2,3,4,1,course,10
0,1,1,1,1,3,2,1,3,0,0,0,0,1,1,5,4,3,2,3,1,7,1,other,14
1,1,0,1,1,4,3,1,3,0,0,0,0,1,1,5,3,2,1,2,4,9,1,course,16
1,1,1,1,1,4,3,1,3,0,0,1,0,1,1,5,4,5,2,3,5,0,1,course,9
0,0,1,1,1,4,3,1,3,0,0,1,1,1,1,4,4,3,1,3,4,0,1,reputation,15
1,1,0,1,1,3,2,2,1,1,0,1,0,1,0,2,5,5,5,5,5,10,1,course,13
1,1,0,1,1,1,1,3,2,3,0,0,0,1,0,5,4,4,3,3,2,8,1,home,8
1,0,1,1,1,3,3,2,2,0,0,1,0,1,0,4,5,4,2,3,3,2,1,course,13
1,1,1,0,1,1,3,1,1,1,0,0,0,1,1,4,3,3,2,3,3,7,0,course,8
1,1,0,1,1,1,1,3,1,1,0,1,0,1,0,4,4,4,3,3,5,4,1,home,8
1,0,0,1,1,4,3,2,2,0,0,1,1,1,1,4,5,5,1,3,2,4,1,home,11
0,1,1,1,1,3,3,1,2,0,0,1,0,0,1,5,3,4,1,1,5,0,1,course,9
0,0,0,1,1,4,4,2,2,0,0,1,1,1,0,4,3,3,1,2,5,4,1,other,13
0,0,1,0,0,3,2,2,2,0,0,0,0,0,1,1,2,3,1,2,5,2,1,reputation,11
1,1,1,0,1,1,1,2,1,0,0,0,0,1,1,3,3,2,1,2,3,4,1,home,10
0,1,1,0,1,1,1,2,3,0,0,0,0,1,0,5,3,2,1,1,4,0,1,course,16
0,1,0,0,0,1,4,3,2,0,0,0,0,0,1,4,3,4,1,4,5,0,1,course,13
1,1,0,0,1,1,1,2,2,1,0,0,1,0,0,4,4,3,2,3,5,2,0,other,12
0,1,1,1,1,3,3,2,2,0,0,1,0,1,1,4,3,2,1,3,3,0,1,other,10
0,0,1,0,1,4,4,1,2,0,0,1,1,1,1,2,3,4,1,1,1,0,1,course,15
0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,3,2,2,1,2,3,0,1,course,12
1,1,0,1,1,1,3,2,2,0,0,1,0,0,0,3,3,4,2,4,3,4,1,course,10
1,1,1,0,1,4,4,2,3,0,0,0,0,1,1,4,2,2,2,2,5,0,1,other,13
0,0,0,1,1,1,1,3,1,1,0,1,0,1,1,5,2,1,1,2,1,0,1,reputation,0
0,1,1,1,1,2,3,2,1,0,0,1,0,1,1,5,2,3,1,2,4,0,1,course,10
0,1,0,1,1,4,4,3,2,0,0,1,0,1,1,3,2,2,4,2,5,10,1,other,11
0,1,1,0,1,3,2,2,2,2,0,0,1,0,1,3,2,2,1,1,3,4,1,home,9
1,1,0,0,1,1,2,3,1,0,0,1,1,1,1,4,3,3,2,3,3,3,0,other,12
0,0,1,1,1,2,2,1,3,0,0,0,1,0,1,3,4,3,1,1,3,8,1,home,11
0,0,0,1,1,1,2,1,1,0,0,0,1,1,0,3,5,5,1,3,1,14,1,course,5
0,1,0,0,1,4,4,2,3,0,0,0,0,1,0,5,4,4,1,1,1,0,1,reputation,19
0,1,0,1,1,1,1,4,3,0,0,0,0,1,0,4,3,2,1,2,4,2,1,home,10
0,1,1,1,1,4,2,2,3,2,0,1,0,1,1,5,4,3,1,1,3,4,1,course,15
0,1,0,0,1,4,4,1,2,0,0,0,1,1,0,5,4,3,3,4,2,4,1,course,10
0,1,1,1,1,3,3,1,2,0,0,0,0,1,1,4,1,3,1,2,1,0,1,home,15
0,0,0,1,1,3,1,1,2,0,0,1,1,1,0,4,5,4,2,3,1,17,1,reputation,10
1,1,1,1,1,4,4,1,2,0,0,0,1,1,0,3,2,4,1,4,2,4,1,home,14
1,1,0,1,1,2,1,2,1,0,0,0,1,1,1,4,4,3,1,3,5,5,1,other,7
1,0,1,1,1,2,3,2,2,0,0,0,1,1,0,4,4,3,1,1,3,2,1,home,10
1,1,0,1,1,1,1,2,1,1,0,0,0,0,0,4,3,2,1,3,5,0,1,other,0
1,1,0,1,1,4,2,2,1,1,0,0,0,0,0,5,4,3,4,3,3,14,1,home,5
0,1,0,1,1,2,2,2,3,0,0,0,0,0,0,5,3,3,1,3,4,2,1,other,10
0,1,0,1,1,4,4,3,1,0,0,1,1,1,1,4,4,3,2,2,5,7,1,reputation,6
0,1,0,1,1,2,3,1,3,1,0,0,1,1,0,5,4,2,1,2,5,0,1,course,0
0,1,1,0,1,3,1,1,2,0,0,1,0,1,0,4,3,4,1,1,1,0,1,course,8
0,1,1,1,1,1,1,2,2,1,0,0,1,0,0,1,1,1,1,1,5,0,1,course,0
1,1,1,0,0,2,2,1,2,2,0,1,0,0,0,5,5,4,4,5,4,11,1,course,9
1,0,1,0,1,3,1,2,1,0,0,0,0,1,0,2,4,5,3,4,2,3,1,course,16
1,1,0,1,1,1,1,1,1,3,0,0,0,0,0,5,5,3,3,3,3,3,1,course,7
1,1,0,0,1,3,2,3,1,0,0,0,0,1,0,4,4,1,3,4,5,0,1,course,10
1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,3,2,3,3,3,5,5,1,course,9
0,1,1,1,0,4,4,2,2,0,1,0,0,0,0,4,3,4,1,1,3,4,1,course,11
0,0,1,1,1,1,1,1,2,0,0,1,0,1,0,5,3,3,1,1,3,2,1,course,11
0,0,1,0,1,1,1,1,2,0,1,0,0,1,0,4,3,2,2,3,3,6,1,other,12
0,0,1,1,1,4,2,1,3,0,0,1,1,1,1,3,2,2,1,1,5,0,1,home,14
0,0,1,1,1,3,3,1,2,0,0,1,0,0,0,4,3,2,1,2,5,0,1,home,13
1,0,1,0,1,4,3,1,2,0,0,1,1,1,0,5,4,2,1,2,5,6,1,reputation,13
1,0,1,0,1,2,2,1,2,0,0,0,0,1,0,4,4,4,1,1,3,0,1,home,13
0,0,1,1,0,4,4,2,2,0,1,1,0,0,0,4,1,4,1,1,1,2,1,home,13
1,0,1,0,0,3,2,1,2,0,0,1,0,1,0,4,2,2,1,1,1,0,1,home,17
1,0,1,1,1,3,4,1,2,0,0,1,1,1,0,5,5,1,1,1,5,0,1,home,13
0,0,1,1,1,4,4,1,2,0,0,1,0,1,0,3,3,3,1,2,2,2,1,reputation,14
0,0,1,1,1,2,1,3,3,0,0,1,1,1,0,5,2,2,1,1,4,0,1,reputation,13
1,0,1,0,1,4,4,1,1,0,0,1,1,1,0,4,3,3,1,3,5,0,1,course,12
1,0,1,1,1,4,3,2,2,0,0,1,0,1,0,5,4,3,1,2,3,0,1,course,13
1,0,1,1,0,2,2,1,3,0,0,1,0,1,1,4,5,2,1,1,3,0,1,home,15
0,0,1,1,1,4,4,1,1,0,0,1,0,1,0,4,4,4,1,2,2,6,1,home,17
0,0,1,1,1,4,4,1,3,0,0,1,1,1,0,3,2,3,1,2,2,10,1,reputation,14
0,0,1,1,1,3,3,3,2,0,1,1,1,0,0,5,3,2,1,1,4,2,1,reputation,14
1,0,1,1,1,3,2,1,1,3,0,1,1,1,0,5,5,5,2,4,5,2,1,course,7
1,0,1,0,1,4,3,1,1,0,0,0,1,1,0,3,1,3,1,3,5,6,1,home,12
1,0,1,1,1,4,3,1,2,0,0,0,0,1,0,4,4,1,1,1,1,0,1,reputation,14
1,0,1,1,1,4,4,1,1,0,0,1,0,1,0,5,4,2,1,1,5,0,1,other,12
1,0,1,0,1,4,2,1,2,0,0,0,1,1,0,4,5,1,1,3,5,0,1,course,14
1,0,1,0,1,2,2,2,2,0,0,1,1,1,0,5,4,4,2,4,5,2,1,reputation,10
0,0,0,1,1,2,4,1,3,0,1,1,1,1,0,4,3,2,1,1,5,2,1,course,10
0,0,1,1,1,2,2,1,1,0,0,1,0,1,0,1,2,2,1,3,5,6,1,home,12
1,0,1,1,1,2,2,1,1,0,0,1,0,1,0,4,2,2,1,2,5,8,1,home,12
1,0,1,1,1,4,2,1,1,0,0,0,0,1,0,2,2,4,2,4,1,0,1,other,11
1,0,1,0,0,3,4,1,2,0,1,1,1,1,0,5,3,3,1,1,5,2,1,home,13
1,0,1,1,1,4,4,1,2,0,0,1,1,1,1,4,4,5,5,5,5,4,1,home,12
1,0,1,1,1,4,4,1,2,0,0,1,0,1,0,5,4,2,3,4,5,0,1,home,11
1,0,1,1,1,4,4,2,2,0,0,1,1,1,0,4,3,1,1,1,5,2,1,reputation,15
1,0,0,1,1,4,3,1,2,0,0,1,1,1,1,4,5,2,1,1,5,0,1,course,15
1,0,1,0,1,3,3,1,2,0,0,0,1,1,0,5,3,2,1,1,2,0,1,course,12
1,0,1,1,1,3,2,1,1,0,0,1,0,1,0,5,4,3,1,1,5,4,1,home,12
0,0,1,1,1,2,3,2,1,0,0,1,1,0,0,3,5,1,1,1,5,4,1,other,11
1,0,1,0,1,4,3,1,3,0,0,1,1,1,0,5,4,3,1,1,4,0,1,home,14
1,0,0,1,0,4,4,2,3,0,0,1,1,1,1,2,4,3,1,1,5,4,1,reputation,13
0,0,0,1,1,3,4,1,3,0,1,1,1,1,0,4,3,2,1,1,5,2,1,course,12
0,0,0,1,1,2,2,1,1,0,1,1,1,0,0,4,3,1,1,1,2,8,1,reputation,12
0,0,1,0,1,2,2,2,2,0,0,1,1,1,1,3,3,3,1,2,3,16,1,home,10
1,0,1,0,1,4,4,1,1,0,0,1,0,1,1,5,4,3,2,4,5,8,1,home,11
1,0,1,1,1,4,4,1,2,0,0,1,1,1,0,4,3,3,1,1,5,0,1,course,15
1,0,1,1,1,2,2,1,1,0,1,1,0,1,0,5,4,1,1,1,1,0,1,course,10
0,0,1,0,1,2,2,2,2,1,1,0,1,1,0,4,3,3,2,2,5,14,1,course,11
0,0,1,0,0,4,3,1,2,0,1,1,1,1,1,5,2,2,1,1,5,4,1,course,11
0,0,1,0,0,3,3,1,2,0,0,1,0,1,0,2,3,5,1,4,3,6,1,home,13
1,0,1,1,1,4,3,1,4,0,0,0,1,1,0,4,2,2,1,1,2,2,1,reputation,17
1,0,1,1,1,4,2,1,2,0,0,1,0,0,0,4,3,3,2,2,5,4,1,home,13
0,0,1,1,1,4,4,1,2,0,1,1,1,1,0,4,4,4,1,1,3,2,1,other,12
0,0,1,0,1,2,2,3,2,0,0,1,0,1,0,4,3,3,2,3,4,0,1,course,13
0,0,1,0,1,4,2,1,2,0,0,1,0,1,0,4,3,3,1,1,5,0,1,other,16
1,0,1,0,0,4,2,2,1,0,0,0,0,0,0,5,5,5,3,4,5,4,1,other,9
0,0,1,1,1,4,4,1,1,0,1,1,0,1,0,3,3,4,2,3,5,0,1,course,12
0,0,1,0,0,3,3,1,1,0,0,0,0,1,0,5,3,4,4,4,1,0,1,other,13
0,0,1,1,0,2,1,1,2,0,0,0,1,1,1,5,3,4,1,1,2,2,1,other,12
0,0,1,1,0,4,3,1,2,0,0,1,1,1,0,4,3,2,1,1,1,0,1,reputation,15
1,0,1,1,1,4,4,1,2,0,0,1,1,0,0,3,2,2,1,1,5,8,1,reputation,16
1,0,1,0,1,1,2,1,2,0,1,1,1,1,0,4,3,2,1,1,5,0,1,home,14
0,0,1,1,1,4,2,1,2,0,0,1,0,1,0,4,2,3,1,1,5,2,1,course,16
0,0,0,1,1,4,4,1,2,0,0,1,1,0,0,2,4,4,2,3,4,0,1,other,16
0,0,1,1,1,1,1,4,1,0,1,1,1,1,1,5,5,5,5,5,5,0,1,course,16
0,0,1,0,1,1,2,1,2,0,1,0,1,1,0,4,4,3,1,1,1,0,1,reputation,10
0,0,1,1,1,4,3,1,3,0,1,1,1,1,0,3,4,4,2,4,4,0,1,home,13
0,0,1,0,1,4,3,1,2,0,1,0,1,1,1,4,4,4,2,4,2,0,1,reputation,12
0,0,1,0,1,4,3,3,2,0,0,1,1,1,0,5,4,3,1,2,1,2,1,course,16
1,0,1,1,0,4,4,1,4,0,0,1,1,1,1,1,3,3,5,5,3,0,1,reputation,12
0,0,1,1,1,3,1,1,4,0,1,1,0,1,0,4,3,3,1,2,5,0,1,course,10
0,0,0,0,1,2,2,2,2,0,1,1,0,1,0,4,1,3,1,3,4,0,1,reputation,11
0,0,0,0,1,3,1,2,4,0,0,1,0,1,0,4,4,2,2,3,3,6,1,reputation,15
1,0,1,1,1,3,1,2,4,0,0,1,0,1,0,4,3,2,1,1,5,2,1,reputation,11
1,0,1,1,1,4,2,1,4,0,0,0,0,1,0,3,3,3,1,1,3,0,1,course,10
0,0,0,1,1,1,1,1,2,0,1,1,0,1,1,3,3,4,2,4,5,2,1,reputation,11
1,0,1,1,1,3,1,1,1,0,0,0,1,0,0,5,3,2,2,2,5,0,1,reputation,14
0,0,1,1,1,3,3,1,2,0,1,1,1,1,0,4,3,3,2,4,5,4,1,home,11
1,0,1,1,1,4,3,1,2,0,0,1,1,1,0,4,3,3,2,3,5,0,1,home,11
1,0,1,1,1,4,0,2,4,0,0,0,1,1,0,3,4,3,1,1,1,0,1,course,11
0,0,1,1,1,2,2,1,4,0,0,0,0,1,1,5,2,3,1,3,3,1,1,reputation,13
1,0,1,1,1,2,1,2,1,3,1,1,1,1,0,4,5,1,1,1,3,0,0,home,10
0,0,1,1,1,3,4,1,2,0,0,1,0,1,0,2,4,3,1,2,3,14,1,course,11
1,0,1,1,1,2,3,1,1,0,1,1,1,1,1,3,2,2,1,3,3,0,1,course,12
1,0,1,1,1,2,3,1,3,0,1,0,0,1,0,5,3,2,1,2,5,2,1,home,9
0,0,1,0,1,3,2,1,2,0,0,1,0,1,0,4,4,4,1,1,5,4,1,reputation,11
1,0,1,0,1,2,2,2,2,0,0,0,1,1,0,5,3,3,1,3,4,2,1,home,13
0,0,1,1,1,1,1,1,2,0,0,1,1,1,0,4,3,2,2,3,4,2,1,home,12
0,0,1,1,1,4,4,2,2,0,0,0,0,1,1,4,4,4,2,3,5,4,1,reputation,12
0,0,1,0,1,2,2,1,2,0,0,1,0,0,0,4,3,4,1,2,2,6,1,course,11
0,0,1,1,1,4,2,1,3,0,0,1,1,1,0,5,3,3,1,3,1,4,1,reputation,15
1,0,1,1,1,2,2,2,2,0,0,0,1,1,0,4,4,2,1,1,3,6,1,reputation,11
1,0,1,0,0,4,4,1,2,0,0,1,0,0,0,4,1,3,3,5,5,6,1,reputation,10
0,0,1,1,1,3,3,1,3,0,0,1,0,1,1,4,3,3,1,3,4,2,1,home,11
0,0,1,1,1,4,3,1,1,0,0,0,1,1,0,4,5,5,1,3,1,6,1,reputation,13
0,0,1,0,1,3,1,1,2,0,1,1,0,0,0,3,3,3,2,3,2,0,1,home,12
0,0,1,1,1,4,2,2,2,0,0,1,1,1,0,5,3,3,1,1,1,2,1,home,14
1,0,1,0,1,2,2,1,4,0,0,1,1,1,0,4,3,4,1,1,4,2,1,reputation,12
0,0,0,1,1,1,1,2,4,0,1,1,1,1,0,3,1,2,1,1,1,4,1,home,13
1,0,0,1,1,4,3,2,1,0,1,1,1,1,0,3,3,3,1,1,4,6,1,reputation,11
0,0,1,1,1,2,1,1,2,0,0,1,0,0,1,4,3,5,1,1,5,0,1,course,12
0,0,1,1,1,4,4,1,1,0,0,0,1,1,0,5,3,4,1,2,1,4,1,reputation,13
0,0,1,1,1,4,3,1,3,0,1,1,0,1,0,5,3,5,1,1,3,2,1,course,13
1,0,1,1,1,4,4,1,1,0,1,1,1,1,0,4,5,5,5,5,4,12,1,other,8
1,0,1,1,1,4,4,1,3,0,0,1,1,1,1,4,4,3,1,1,4,0,1,other,16
1,0,1,1,1,4,4,1,1,0,0,1,1,1,0,5,3,3,1,1,5,2,1,course,12
0,0,1,1,1,3,2,2,2,0,1,1,0,1,0,4,3,5,1,1,2,16,1,home,10
1,0,1,1,0,3,4,1,2,0,0,1,1,1,0,5,4,4,1,1,1,0,1,course,16
0,0,1,1,0,3,3,1,4,0,1,0,0,0,0,4,3,3,1,1,4,10,1,reputation,10
0,0,1,1,1,2,2,1,4,0,1,1,0,1,0,5,1,2,1,1,3,4,1,course,10
1,0,1,1,1,3,3,1,3,0,0,1,1,1,0,5,3,3,1,1,5,4,1,home,14
1,0,0,1,1,4,4,4,4,0,0,1,1,1,1,1,3,5,3,5,1,8,1,home,11
0,0,1,0,1,4,4,1,3,0,0,1,1,1,1,5,4,5,1,1,4,2,1,other,14
1,0,1,0,0,4,4,1,1,0,0,0,1,1,0,5,5,3,1,1,4,4,1,course,14
0,0,0,1,1,3,3,1,3,0,1,1,1,1,0,4,1,2,1,1,2,4,1,reputation,11
0,0,1,1,1,2,2,1,2,1,1,0,1,1,0,3,1,2,1,1,5,12,1,home,10
1,0,1,0,1,4,2,1,1,0,0,0,0,1,0,3,5,2,1,1,3,10,1,course,18
1,0,0,1,1,2,1,1,2,0,0,0,1,1,1,5,4,2,1,1,5,4,1,reputation,10
1,0,1,1,1,4,4,1,2,0,0,1,1,1,0,5,4,4,1,2,5,6,1,course,14
1,0,1,1,1,4,4,2,2,0,0,1,1,0,0,4,4,3,1,1,2,4,1,reputation,16
1,0,1,1,1,3,3,2,1,0,0,0,1,1,0,5,4,2,1,1,5,6,1,home,15
1,0,0,1,1,1,3,3,2,1,0,1,1,1,0,5,2,4,1,4,5,14,1,course,11
1,0,1,1,1,3,4,1,1,0,0,0,0,1,0,3,4,3,1,2,4,2,1,reputation,14
0,0,1,1,1,1,2,1,2,0,0,0,0,1,0,3,2,3,1,2,1,0,1,course,14
1,0,1,1,1,2,2,1,4,0,0,1,1,1,0,5,5,4,1,2,5,6,1,home,13
0,0,1,0,1,2,4,2,2,0,0,1,1,1,1,4,2,2,1,2,5,2,1,course,13
1,0,1,1,1,4,4,1,1,0,0,1,1,1,0,3,4,4,1,4,5,4,1,course,13
